,Weight
2141,20.595
2142,20.142
2143,20.628
2144,20.627
2145,20.63
2146,20.388
2147,20.651
2148,20.099
2149,20.461
2150,20.489
2151,21.076
2152,20.499
2153,20.797
2154,19.936
2155,20.585
2156,20.557
2157,20.659
2158,20.364
2159,20.387
2160,20.376
2161,20.474
2162,20.68
2163,20.572
2164,20.795
2165,20.572
2166,20.587
2167,20.766
2168,20.406
2169,20.745
2170,20.582
2171,20.628
2172,20.431
2173,20.395
2174,20.407
2175,20.501
2176,20.527
2177,20.25
2178,20.411
2179,20.511
2180,20.43
2181,20.144
2182,20.523
2183,20.538
2184,20.747
2185,20.066
2186,20.16
2187,20.461
2188,20.442
2189,20.343
2190,20.158
2191,20.586
2192,20.66
2193,20.164
2194,20.261
2195,20.613
2196,20.931
2197,20.142
2198,20.563
2199,20.268
2200,20.74
2201,20.336
2202,20.634
2203,20.257
2204,20.075
2205,20.78
2206,20.183
2207,20.51
2208,20.65
2209,20.646
2210,20.87
2211,21.047
2212,20.882
2213,20.504
2214,20.208
2215,20.601
2216,20.747
2217,20.545
2218,20.588
2219,20.371
2220,20.465
2221,20.395
2222,20.483
2223,20.448
2224,20.524
2225,20.183
2226,20.669
2227,20.652
2228,20.575
2229,20.75
2230,20.42
2231,20.544
2232,20.181
2233,20.575
2234,20.578
2235,20.501
2236,20.367
2237,20.736
2238,20.49
2239,20.416
2240,20.053
2241,20.263
2242,20.387
2243,20.33
2244,20.241
2245,20.415
2246,20.671
2247,20.435
2248,20.6
2249,20.414
2250,20.24
2251,20.653
2252,20.327
2253,20.831
2254,20.089
2255,20.349
2256,20.528
2257,20.602
2258,20.485
2259,20.383
2260,20.673
2261,20.664
2262,20.419
2263,20.101
2264,20.772
2265,20.342
2266,20.55
2267,20.481
2268,20.583
2269,20.593
2270,20.427
2271,20.759
2272,20.591
2273,20.332
2274,20.45
2275,20.13
2276,20.378
2277,20.316
2278,20.064
2279,20.141
2280,20.371
2281,20.54
2282,20.535
2283,20.493
2284,20.449
2285,20.362
2286,20.626
2287,20.396
2288,20.554
2289,20.696
2290,20.637
2291,20.543
2292,20.568
2293,20.486
2294,20.58
2295,20.53
2296,20.406
2297,20.538
2298,20.711
2299,20.478
2300,20.248
2301,20.86
2302,20.957
2303,20.535
2304,20.818
2305,20.616
2306,20.477
2307,20.402
2308,20.397
2309,20.708
2310,20.505
2311,20.509
2312,20.425
2313,20.407
2314,20.432
2315,20.665
2316,20.178
2317,20.454
2318,20.314
2319,20.323
2320,20.378
2321,20.015
2322,20.401
2323,20.844
2324,20.542
2325,20.683
2326,20.713
2327,20.626
2328,20.781
2329,20.161
2330,20.611
2331,20.708
2332,20.623
2333,20.521
2334,20.333
2335,20.247
2336,20.656
2337,20.119
2338,20.565
2339,20.64
2340,20.389
2341,20.409
2342,20.566
2343,20.186
2344,20.502
2345,20.333
2346,20.669
2347,20.123
2348,20.474
2349,20.691
2350,20.469
2351,20.706
2352,20.765
2353,20.448
2354,20.696
2355,20.535
2356,20.442
2357,20.744
2358,20.166
2359,20.494
2360,20.282
2361,20.551
2362,20.497
2363,20.78
2364,20.88
2365,20.438
2366,20.427
2367,20.588
2368,20.805
2369,20.288
2370,20.27
2371,20.988
2372,20.551
2373,20.621
2374,20.358
2375,20.395
2376,20.12
2377,20.513
2378,20.34
2379,20.457
2380,20.292
2381,20.166
2382,20.291
2383,20.579
2384,20.576
2385,20.703
2386,20.178
2387,20.499
2388,20.184
2389,20.738
2390,20.718
2391,20.307
2392,20.318
2393,20.726
2394,20.531
2395,20.7
2396,20.517
2397,20.545
2398,20.421
2399,20.703
2400,20.799
2401,20.627
2402,20.323
2403,20.525
2404,20.75
2405,20.418
2406,20.627
2407,20.391
2408,20.104
2409,20.367
2410,20.879
2411,20.223
2412,20.032
2413,20.641
2414,20.481
2415,20.439
2416,20.456
2417,20.708
2418,20.615
2419,20.622
2420,20.75
2421,20.304
2422,20.483
2423,20.513
2424,20.14
2425,20.288
2426,20.396
2427,20.607
2428,20.456
2429,20.476
2430,20.548
2431,20.555
2432,20.216
2433,20.276
2434,20.228
2435,20.722
2436,20.252
2437,20.554
2438,20.187
2439,20.498
2440,20.433
2441,21.078
2442,20.491
2443,20.211
2444,20.302
2445,20.683
2446,20.202
2447,20.342
2448,20.755
2449,20.534
2450,20.558
2451,20.297
2452,20.487
2453,20.365
2454,20.529
2455,20.621
2456,20.486
2457,20.432
2458,20.276
2459,20.499
2460,20.733
2461,20.449
2462,20.177
2463,20.422
2464,20.481
2465,20.402
2466,20.269
2467,20.387
2468,20.479
2469,20.264
2470,20.584
2471,20.65
2472,20.617
2473,20.132
2474,20.318
2475,20.414
2476,20.073
2477,20.357
2478,20.323
2479,20.632
2480,20.544
2481,20.674
2482,20.532
2483,20.535
2484,20.581
2485,20.679
2486,20.429
2487,20.415
2488,20.145
2489,20.279
2490,20.501
2491,20.269
2492,20.492
2493,20.078
2494,20.339
2495,20.713
2496,20.84
2497,20.777
2498,20.568
2499,20.188
2500,20.472
2501,20.567
2502,20.522
2503,20.446
2504,20.511
2505,20.387
2506,20.516
2507,20.613
2508,20.378
2509,20.317
2510,20.537
2511,20.872
2512,20.627
2513,20.146
2514,20.455
2515,20.593
2516,20.54
2517,20.598
2518,20.571
2519,20.409
2520,20.2
2521,20.608
2522,20.753
2523,20.442
2524,20.201
2525,20.175
2526,20.22
2527,20.414
2528,20.339
2529,20.359
2530,20.897
2531,20.419
2532,20.704
2533,20.173
2534,20.35
2535,20.131
2536,20.996
2537,20.418
2538,20.138
2539,20.887
2540,20.756
2541,20.876
2542,20.503
2543,20.388
2544,20.445
2545,20.44
2546,20.144
2547,20.232
2548,20.585
2549,20.714
2550,20.593
2551,20.208
2552,20.588
2553,20.976
2554,20.689
2555,21.017
2556,20.631
2557,20.451
2558,20.342
2559,20.441
2560,20.581
2561,20.356
2562,20.526
2563,20.332
2564,20.621
2565,20.472
2566,20.646
2567,20.65
2568,20.283
2569,20.469
2570,20.343
2571,20.651
2572,20.301
2573,20.226
2574,20.666
2575,20.505
2576,20.436
2577,20.56
2578,20.426
2579,20.407
2580,20.559
2581,20.483
2582,20.397
2583,20.431
2584,20.63
2585,20.531
2586,20.697
2587,20.535
2588,20.769
2589,20.274
2590,20.599
2591,20.091
2592,20.507
2593,20.505
2594,20.659
2595,20.55
2596,20.465
2597,20.123
2598,20.636
2599,20.249
2600,20.631
2601,20.487
2602,20.57
2603,20.599
2604,20.546
2605,20.302
2606,20.665
2607,20.71
2608,20.389
2609,20.319
2610,20.4
2611,20.664
2612,20.457
2613,20.677
2614,20.721
2615,20.447
2616,20.845
2617,20.572
2618,20.502
2619,20.567
2620,20.363
2621,20.471
2622,20.262
2623,20.583
2624,20.65
2625,20.409
2626,20.282
2627,20.457
2628,20.54
2629,20.322
2630,20.395
2631,20.781
2632,20.435
2633,19.939
2634,20.743
2635,20.328
2636,20.035
2637,20.961
2638,20.436
2639,20.805
2640,20.512
2641,20.307
2642,20.724
2643,20.695
2644,20.41
2645,20.423
2646,20.364
2647,20.641
2648,20.65
2649,20.253
2650,20.466
2651,20.557
2652,20.613
2653,20.611
2654,20.571
2655,20.276
2656,20.34
2657,20.552
2658,20.238
2659,20.464
2660,20.218
2661,20.474
2662,20.19
2663,20.511
2664,20.434
2665,20.354
2666,20.546
2667,20.589
2668,20.51
2669,20.509
2670,20.819
2671,20.66
2672,20.361
2673,20.407
2674,20.152
2675,20.595
2676,20.755
2677,20.602
2678,20.724
2679,20.481
2680,20.463
2681,20.502
2682,20.371
2683,20.705
2684,20.525
2685,20.48
2686,20.791
2687,20.583
2688,20.443
2689,20.782
2690,20.317
2691,20.412
2692,20.262
2693,20.502
2694,20.342
2695,20.559
2696,20.725
2697,20.123
2698,20.449
2699,20.456
2700,20.502
2701,20.706
2702,20.471
2703,20.701
2704,20.449
2705,20.167
2706,20.719
2707,20.487
2708,20.845
2709,20.556
2710,20.589
2711,20.775
2712,20.803
2713,20.091
2714,20.581
2715,20.54
2716,20.385
2717,20.436
2718,20.323
2719,20.742
2720,20.573
2721,20.505
2722,20.817
2723,20.611
2724,20.302
2725,20.33
2726,20.487
2727,20.405
2728,20.653
2729,20.775
2730,21.108
2731,20.556
2732,20.562
2733,20.36
2734,20.416
2735,20.808
2736,20.615
2737,20.454
2738,20.45
2739,20.369
2740,20.557
2741,20.099
2742,20.281
2743,20.8
2744,20.244
2745,20.504
2746,20.409
2747,20.842
2748,20.612
2749,20.389
2750,20.298
2751,20.709
2752,20.234
2753,20.371
2754,20.874
2755,20.208
2756,20.853
2757,20.518
2758,20.224
2759,20.289
2760,20.657
2761,20.201
2762,20.249
2763,20.433
2764,20.684
2765,20.261
2766,20.567
2767,20.408
2768,20.612
2769,20.266
2770,20.638
2771,20.939
2772,20.366
2773,20.046
2774,20.378
2775,20.628
2776,20.502
2777,20.485
2778,21.008
2779,20.136
2780,20.787
2781,20.333
2782,20.241
2783,20.005
2784,20.572
2785,20.614
2786,20.727
2787,20.684
2788,20.523
2789,20.59
2790,20.68
2791,20.11
2792,20.429
2793,20.407
2794,20.483
2795,20.602
2796,20.41
2797,20.154
2798,20.714
2799,20.576
2800,20.59
2801,20.529
2802,20.181
2803,20.51
2804,20.524
2805,20.679
2806,20.559
2807,20.859
2808,20.503
2809,20.21
2810,20.464
2811,20.651
2812,20.387
2813,20.372
2814,20.677
2815,20.336
2816,20.881
2817,20.217
2818,20.393
2819,20.377
2820,20.352
2821,20.789
2822,20.905
2823,20.39
2824,20.644
2825,20.305
2826,20.714
2827,20.502
2828,20.574
2829,20.634
2830,20.218
2831,20.89
2832,20.592
2833,20.634
2834,20.481
2835,20.564
2836,20.477
2837,20.685
2838,20.361
2839,20.572
2840,20.368
2841,20.278
2842,20.46
2843,20.157
2844,20.473
2845,20.651
2846,20.565
2847,20.612
2848,20.524
2849,20.336
2850,20.784
2851,20.57
2852,20.552
2853,20.645
2854,20.453
2855,20.593
2856,20.106
2857,20.633
2858,20.236
2859,20.558
2860,20.533
2861,20.266
2862,20.747
2863,20.645
2864,20.538
2865,20.439
2866,20.309
2867,20.89
2868,20.333
2869,20.544
2870,20.638
2871,20.341
2872,20.588
2873,20.272
2874,20.666
2875,20.559
2876,20.413
2877,20.335
2878,20.452
2879,20.327
2880,20.559
2881,20.557
2882,20.477
2883,20.17
2884,20.521
2885,20.681
2886,20.486
2887,20.415
2888,20.849
2889,20.726
2890,20.05
2891,20.638
2892,20.298
2893,20.332
2894,20.46
2895,20.748
2896,20.003
2897,20.662
2898,20.45
2899,20.288
2900,20.4
2901,20.676
2902,20.386
2903,20.515
2904,20.481
2905,20.32
2906,20.456
2907,20.309
2908,20.296
2909,20.309
2910,20.518
2911,20.619
2912,20.332
2913,20.484
2914,20.569
2915,20.518
2916,20.333
2917,20.722
2918,20.208
2919,20.675
2920,20.306
2921,21.017
2922,20.493
2923,20.529
2924,20.647
2925,20.32
2926,20.408
2927,20.568
2928,20.442
2929,20.93
2930,20.455
2931,20.562
2932,20.534
2933,20.427
2934,20.499
2935,20.7
2936,20.26
2937,20.233
2938,20.3
2939,20.391
2940,20.451
2941,20.474
2942,20.82
2943,20.657
2944,20.256
2945,20.55
2946,20.354
2947,20.143
2948,20.08
2949,20.709
2950,20.57
2951,20.191
2952,20.1
2953,20.355
2954,20.46
2955,20.531
2956,20.143
2957,20.463
2958,20.661
2959,20.59
2960,20.771
2961,20.557
2962,20.492
2963,20.664
2964,20.185
2965,20.361
2966,20.547
2967,20.676
2968,20.758
2969,20.391
2970,20.835
2971,20.489
2972,20.711
2973,20.877
2974,20.226
2975,20.373
2976,20.805
2977,20.494
2978,20.172
2979,20.447
2980,20.61
2981,20.726
2982,20.275
2983,20.476
2984,20.598
2985,20.429
2986,20.635
2987,20.342
2988,20.727
2989,20.469
2990,20.519
2991,20.244
2992,20.533
2993,20.928
2994,20.815
2995,20.855
2996,20.282
2997,20.574
2998,20.393
2999,20.502
3000,20.724
3001,20.745
3002,20.632
3003,20.268
3004,20.53
3005,20.686
3006,20.815
3007,20.475
3008,20.165
3009,20.379
3010,20.784
3011,20.429
3012,20.381
3013,20.312
3014,20.162
3015,20.637
3016,20.247
3017,20.671
3018,20.469
3019,20.721
3020,20.484
3021,20.738
3022,20.683
3023,20.455
3024,20.253
3025,20.203
3026,20.276
3027,20.41
3028,20.474
3029,20.745
3030,20.722
3031,20.446
3032,20.706
3033,20.57
3034,20.508
3035,20.517
3036,20.712
3037,20.368
3038,20.134
3039,20.167
3040,20.547
3041,20.636
3042,20.612
3043,20.546
3044,21.051
3045,20.309
3046,20.452
3047,20.284
3048,20.961
3049,20.575
3050,20.492
3051,20.651
3052,20.397
3053,20.543
3054,20.459
3055,20.505
3056,20.22
3057,20.495
3058,20.466
3059,21.171
3060,20.766
3061,20.483
3062,20.237
3063,20.428
3064,20.477
3065,20.823
3066,20.385
3067,20.78
3068,20.426
3069,20.583
3070,20.453
3071,20.302
3072,20.505
3073,20.435
3074,20.403
3075,20.575
3076,20.467
3077,20.461
3078,20.647
3079,20.328
3080,20.708
3081,20.566
3082,20.776
3083,20.249
3084,20.278
3085,20.512
3086,20.576
3087,20.607
3088,20.674
3089,20.513
3090,20.369
3091,21.015
3092,20.618
3093,20.065
3094,20.396
3095,20.598
3096,20.219
3097,20.743
3098,20.224
3099,20.449
3100,20.854
3101,20.552
3102,20.572
3103,20.397
3104,20.505
3105,20.362
3106,20.581
3107,21.15
3108,20.466
3109,20.58
3110,20.346
3111,20.763
3112,20.88
3113,20.291
3114,20.665
3115,20.791
3116,21.04
3117,20.694
3118,20.424
3119,20.61
3120,20.445
3121,20.258
3122,20.163
3123,20.356
3124,20.435
3125,20.416
3126,20.418
3127,20.202
3128,20.756
3129,20.321
3130,21.108
3131,21.033
3132,20.707
3133,20.662
3134,20.704
3135,20.444
3136,20.231
3137,20.277
3138,20.605
3139,20.1
3140,20.26
3141,20.632
3142,20.439
3143,20.587
3144,20.458
3145,20.37
3146,20.339
3147,20.345
3148,20.34
3149,20.672
3150,20.766
3151,20.575
3152,20.618
3153,20.702
3154,20.381
3155,20.525
3156,20.564
3157,20.443
3158,20.548
3159,20.55
3160,20.725
3161,20.346
3162,20.277
3163,20.572
3164,20.49
3165,20.238
3166,20.586
3167,20.632
3168,20.512
3169,20.478
3170,20.465
3171,21.105
3172,20.742
3173,20.618
3174,20.448
3175,20.385
3176,20.134
3177,20.585
3178,20.386
3179,20.718
3180,20.44
3181,20.742
3182,20.347
3183,20.156
3184,20.481
3185,20.864
3186,20.475
3187,20.589
3188,20.513
3189,20.382
3190,20.915
3191,20.659
3192,20.622
3193,20.127
3194,20.563
3195,20.308
3196,20.549
3197,20.521
3198,20.379
3199,20.248
3200,20.727
3201,20.389
3202,20.726
3203,20.26
3204,20.467
3205,20.654
3206,20.832
3207,20.841
3208,20.475
3209,20.628
3210,20.311
3211,20.576
3212,20.443
3213,20.594
3214,20.626
3215,20.693
3216,20.197
3217,20.441
3218,20.25
3219,20.361
3220,20.449
3221,20.381
3222,20.82
3223,20.519
3224,21.005
3225,20.401
3226,20.573
3227,20.407
3228,20.346
3229,20.402
3230,20.434
3231,20.55
3232,20.881
3233,20.433
3234,20.207
3235,20.483
3236,20.621
3237,20.372
3238,20.369
3239,20.397
3240,20.215
3241,20.499
3242,20.185
3243,20.377
3244,20.445
3245,20.828
3246,20.457
3247,20.427
3248,20.639
3249,20.581
3250,20.676
3251,20.676
3252,20.716
3253,20.672
3254,20.482
3255,20.311
3256,20.867
3257,20.453
3258,20.442
3259,20.635
3260,20.579
3261,20.631
3262,20.328
3263,20.651
3264,20.472
3265,20.22
3266,20.262
3267,20.172
3268,20.052
3269,20.589
3270,20.181
3271,20.419
3272,20.248
3273,20.561
3274,20.299
3275,20.412
3276,20.699
3277,20.554
3278,20.643
3279,20.429
3280,20.525
3281,20.004
3282,20.303
3283,20.689
3284,20.663
3285,20.473
3286,20.168
3287,20.455
3288,20.621
3289,20.411
3290,20.231
3291,20.009
3292,20.492
3293,20.414
3294,20.507
3295,20.542
3296,20.601
3297,20.486
3298,20.266
3299,20.652
3300,20.685
3301,20.586
3302,20.562
3303,20.501
3304,20.501
3305,20.471
3306,20.615
3307,20.416
3308,20.479
3309,20.621
3310,20.678
3311,21.06
3312,20.356
3313,20.396
3314,20.663
3315,20.579
3316,20.434
3317,20.805
3318,20.627
3319,20.442
3320,20.284
3321,20.626
3322,20.06
3323,20.528
3324,20.54
3325,20.622
3326,20.563
3327,20.437
3328,20.754
3329,20.36
3330,20.352
3331,20.478
3332,20.873
3333,20.192
3334,20.643
3335,20.557
3336,20.111
3337,20.836
3338,20.076
3339,20.608
3340,20.366
3341,20.519
3342,20.272
3343,20.687
3344,20.443
3345,20.211
3346,20.429
3347,20.527
3348,20.161
3349,20.307
3350,20.247
3351,20.565
3352,20.704
3353,20.826
3354,20.477
3355,20.642
3356,20.223
3357,20.628
3358,20.425
3359,20.777
3360,20.107
3361,20.635
3362,20.561
3363,20.675
3364,20.522
3365,20.69
3366,20.68
3367,20.769
3368,20.338
3369,20.668
3370,20.432
3371,20.638
3372,20.505
3373,20.462
3374,20.67
3375,20.675
3376,20.43
3377,20.505
3378,20.531
3379,20.606
3380,20.526
3381,20.324
3382,20.363
3383,20.223
3384,20.379
3385,20.814
3386,20.626
3387,20.755
3388,20.463
3389,20.41
3390,20.2
3391,20.436
3392,20.682
3393,20.028
3394,20.5
3395,20.48
3396,20.784
3397,20.236
3398,20.576
3399,20.16
3400,20.432
3401,20.387
3402,20.251
3403,20.613
3404,20.671
3405,20.795
3406,20.482
3407,20.408
3408,20.392
3409,20.474
3410,20.264
3411,20.314
3412,20.76
3413,20.336
3414,20.672
3415,20.239
3416,20.564
3417,20.421
3418,20.342
3419,20.292
3420,20.407
3421,20.556
3422,20.579
3423,20.408
3424,20.672
3425,20.599
3426,20.254
3427,20.811
3428,20.641
3429,20.285
3430,20.583
3431,20.195
3432,20.55
3433,20.433
3434,20.555
3435,20.613
3436,20.923
3437,20.634
3438,20.376
3439,20.284
3440,20.245
3441,20.444
3442,20.659
3443,20.85
3444,20.448
3445,20.541
3446,20.813
3447,20.461
3448,20.746
3449,20.475
3450,20.383
3451,20.549
3452,20.638
3453,20.721
3454,20.518
3455,20.631
3456,20.391
3457,20.264
3458,20.616
3459,20.598
3460,20.977
3461,20.454
3462,20.656
3463,20.463
3464,20.654
3465,20.585
3466,20.382
3467,20.664
3468,20.316
3469,20.626
3470,20.762
3471,20.473
3472,20.49
3473,20.495
3474,20.424
3475,20.819
3476,20.556
3477,20.692
3478,20.424
3479,20.348
3480,20.698
3481,20.328
3482,20.422
3483,20.355
3484,19.96
3485,20.512
3486,20.587
3487,20.099
3488,20.435
3489,20.383
3490,20.567
3491,20.163
3492,20.697
3493,20.498
3494,20.489
3495,21.002
3496,20.535
3497,20.473
3498,20.525
3499,20.757
3500,20.673
3501,20.759
3502,20.547
3503,20.693
3504,20.773
3505,20.528
3506,20.567
3507,20.791
3508,20.45
3509,20.566
3510,20.375
3511,20.196
3512,20.09
3513,20.319
3514,20.729
3515,20.852
3516,20.561
3517,20.314
3518,20.52
3519,20.835
3520,20.771
3521,20.674
3522,20.315
3523,20.375
3524,20.666
3525,20.295
3526,20.627
3527,20.146
3528,20.455
3529,20.573
3530,20.742
3531,20.741
3532,20.529
3533,20.456
3534,20.227
3535,20.392
3536,20.583
3537,20.187
3538,20.487
3539,20.557
3540,20.769
3541,20.674
3542,20.471
3543,20.779
3544,20.644
3545,20.587
3546,20.416
3547,20.541
3548,20.47
3549,20.532
3550,20.303
3551,20.625
3552,20.532
3553,19.924
3554,20.619
3555,20.502
3556,20.576
3557,20.388
3558,20.231
3559,20.355
3560,20.513
3561,20.694
3562,20.661
3563,20.504
3564,20.455
3565,20.546
3566,20.585
3567,20.356
3568,20.643
3569,20.265
3570,20.642
3571,20.554
3572,20.529
3573,20.424
3574,20.31
3575,20.305
3576,20.321
3577,20.532
3578,20.364
3579,20.673
3580,20.54
3581,20.545
3582,20.229
3583,20.886
3584,20.642
3585,20.677
3586,20.586
3587,20.686
3588,20.478
3589,20.862
3590,20.544
3591,20.585
3592,20.773
3593,20.374
3594,20.658
3595,20.464
3596,20.563
3597,20.775
3598,20.287
3599,20.481
3600,20.162
3601,20.509
3602,20.451
3603,20.464
3604,20.167
3605,20.452
3606,20.379
3607,20.545
3608,20.314
3609,20.47
3610,20.297
3611,20.368
3612,20.467
3613,20.4
3614,20.446
3615,20.594
3616,20.615
3617,20.704
3618,20.466
3619,20.326
3620,20.531
3621,20.453
3622,20.682
3623,20.682
3624,20.43
3625,20.69
3626,20.466
3627,20.347
3628,20.624
3629,20.091
3630,20.722
3631,20.326
3632,20.257
3633,20.6
3634,20.419
3635,20.5
3636,20.43
3637,20.376
3638,20.244
3639,20.441
3640,20.456
3641,20.51
3642,20.567
3643,20.475
3644,20.598
3645,20.803
3646,20.599
3647,20.381
3648,20.464
3649,20.433
3650,20.489
3651,20.493
3652,20.545
3653,20.957
3654,20.759
3655,20.545
3656,20.469
3657,20.22
3658,20.41
3659,20.43
3660,20.528
3661,20.604
3662,20.611
3663,20.162
3664,20.423
3665,20.623
3666,20.528
3667,20.292
3668,20.646
3669,20.445
3670,20.52
3671,20.288
3672,20.423
3673,20.596
3674,20.386
3675,20.683
3676,20.393
3677,20.698
3678,20.266
3679,20.541
3680,20.589
3681,20.394
3682,20.392
3683,20.493
3684,20.472
3685,20.363
3686,20.494
3687,20.383
3688,20.493
3689,20.352
3690,20.226
3691,20.355
3692,20.33
3693,20.751
3694,20.223
3695,20.171
3696,20.788
3697,20.44
3698,20.158
3699,20.556
3700,20.674
3701,20.445
3702,19.967
3703,20.732
3704,20.35
3705,20.485
3706,20.635
3707,20.606
3708,20.501
3709,20.522
3710,20.427
3711,20.691
3712,19.955
3713,20.34
3714,20.45
3715,20.735
3716,20.403
3717,20.723
3718,20.638
3719,20.548
3720,20.568
3721,20.284
3722,20.43
3723,20.271
3724,20.144
3725,20.614
3726,20.785
3727,20.571
3728,20.658
3729,20.178
3730,20.704
3731,20.102
3732,20.402
3733,20.135
3734,20.47
3735,20.979
3736,20.191
3737,20.211
3738,20.605
3739,20.418
3740,20.691
3741,20.624
3742,20.553
3743,20.581
3744,20.643
3745,20.419
3746,20.424
3747,20.373
3748,20.586
3749,20.604
3750,20.459
3751,20.577
3752,20.662
3753,20.415
3754,20.705
3755,20.355
3756,20.629
3757,20.46
3758,20.605
3759,20.579
3760,20.584
3761,20.671
3762,20.119
3763,20.468
3764,20.443
3765,20.361
3766,20.411
3767,20.398
3768,20.579
3769,20.419
3770,20.694
3771,20.736
3772,20.221
3773,20.361
3774,20.55
3775,20.252
3776,20.208
3777,20.54
3778,20.622
3779,20.277
3780,20.366
3781,20.631
3782,20.616
3783,20.861
3784,20.577
3785,20.987
3786,20.367
3787,20.582
3788,20.365
3789,20.462
3790,20.457
3791,20.417
3792,20.199
3793,20.424
3794,20.6
3795,20.671
3796,20.463
3797,20.243
3798,20.59
3799,20.148
3800,20.543
3801,20.657
3802,20.739
3803,20.439
3804,20.419
3805,20.208
3806,20.554
3807,20.566
3808,20.692
3809,20.484
3810,20.291
3811,20.755
3812,20.243
3813,20.299
3814,20.466
3815,20.482
3816,20.595
3817,20.821
3818,20.409
3819,20.455
3820,20.663
3821,20.396
3822,20.551
3823,20.422
3824,20.389
3825,20.202
3826,20.857
3827,20.93
3828,20.242
3829,20.698
3830,20.085
3831,20.687
3832,20.344
3833,20.53
3834,20.557
3835,20.668
3836,20.915
3837,20.432
3838,20.462
3839,20.218
3840,20.619
3841,20.338
3842,20.366
3843,20.727
3844,20.51
3845,20.37
3846,20.721
3847,20.491
3848,20.284
3849,20.597
3850,20.703
3851,20.45
3852,20.73
3853,20.655
3854,20.407
3855,20.629
3856,20.452
3857,20.931
3858,20.003
3859,20.631
3860,20.426
3861,20.712
3862,20.467
3863,20.602
3864,20.603
3865,20.494
3866,20.678
3867,19.988
3868,20.573
3869,20.468
3870,20.44
3871,20.616
3872,20.341
3873,20.582
3874,20.617
3875,20.379
3876,20.254
3877,20.508
3878,20.71
3879,20.638
3880,20.186
3881,20.428
3882,20.561
3883,20.477
3884,20.386
3885,20.631
3886,20.31
3887,20.918
3888,20.376
3889,20.658
3890,20.06
3891,20.637
3892,20.466
3893,20.603
3894,20.513
3895,20.237
3896,20.821
3897,20.159
3898,20.402
3899,20.649
3900,20.369
3901,20.631
3902,20.419
3903,20.342
3904,20.523
3905,20.414
3906,20.371
3907,20.349
3908,20.629
3909,20.528
3910,20.645
3911,20.464
3912,20.367
3913,20.647
3914,20.497
3915,20.391
3916,20.236
3917,20.356
3918,20.381
3919,20.813
3920,20.506
3921,20.679
3922,20.338
3923,20.547
3924,20.701
3925,20.204
3926,20.461
3927,20.724
3928,20.589
3929,20.428
3930,20.863
3931,20.654
3932,20.135
3933,20.764
3934,20.602
3935,20.574
3936,20.633
3937,20.451
3938,20.557
3939,20.641
3940,20.534
3941,20.304
3942,20.501
3943,20.179
3944,20.406
3945,20.435
3946,20.416
3947,20.526
3948,20.577
3949,20.476
3950,20.392
3951,20.754
3952,20.53
3953,20.202
3954,20.705
3955,20.633
3956,20.441
3957,20.695
3958,20.664
3959,20.379
3960,20.429
3961,20.346
3962,20.583
3963,20.557
3964,20.483
3965,20.606
3966,20.431
3967,20.493
3968,20.564
3969,20.601
3970,20.523
3971,20.681
3972,20.118
3973,20.382
3974,20.497
3975,20.545
3976,20.571
3977,20.389
3978,20.179
3979,20.648
3980,20.544
3981,20.633
3982,20.457
3983,20.518
3984,20.553
3985,20.333
3986,20.342
3987,20.553
3988,20.276
3989,20.035
3990,20.695
3991,20.869
3992,20.387
3993,20.208
3994,20.407
3995,20.645
3996,20.409
3997,20.192
3998,20.671
3999,20.566
4000,20.648
4001,20.597
4002,20.719
4003,20.358
4004,20.7
4005,21.018
4006,20.607
4007,20.448
4008,20.432
4009,20.388
4010,20.54
4011,20.447
4012,20.682
4013,20.567
4014,20.427
4015,20.816
4016,20.566
4017,20.513
4018,20.565
4019,20.482
4020,20.473
4021,20.648
4022,20.379
4023,20.082
4024,20.496
4025,20.054
4026,20.746
4027,20.57
4028,20.585
4029,20.21
4030,21.147
4031,20.431
4032,20.526
4033,20.511
4034,20.448
4035,20.652
4036,19.981
4037,20.534
4038,20.562
4039,20.363
4040,20.473
4041,20.667
4042,20.734
4043,20.652
4044,20.52
4045,20.647
4046,20.435
4047,20.56
4048,20.445
4049,20.023
4050,20.469
4051,20.515
4052,20.868
4053,20.472
4054,20.432
4055,20.755
4056,20.678
4057,20.668
4058,20.426
4059,20.515
4060,20.684
4061,20.92
4062,20.484
4063,20.445
4064,20.265
4065,20.999
4066,20.066
4067,20.225
4068,20.669
4069,20.451
4070,20.382
4071,20.404
4072,20.551
4073,20.76
4074,20.829
4075,20.311
4076,20.348
4077,20.937
4078,20.361
4079,20.481
4080,20.469
4081,20.379
4082,20.103
4083,20.77
4084,20.559
4085,20.51
4086,20.765
4087,20.494
4088,20.718
4089,20.703
4090,20.621
4091,20.581
4092,20.455
4093,20.323
4094,20.37
4095,20.682
4096,20.455
4097,20.528
4098,20.556
4099,20.622
4100,20.661
4101,20.2
4102,20.347
4103,20.321
4104,20.412
4105,20.419
4106,20.684
4107,20.634
4108,20.566
4109,20.37
4110,20.386
4111,20.659
4112,20.231
4113,20.549
4114,20.666
4115,20.563
4116,20.547
4117,20.571
4118,20.343
4119,20.208
4120,20.128
4121,20.343
4122,20.173
4123,20.281
4124,20.412
4125,20.364
4126,20.823
4127,20.297
4128,20.281
4129,20.403
4130,20.254
4131,20.314
4132,20.679
4133,20.383
4134,20.523
4135,20.702
4136,20.781
4137,20.508
4138,20.527
4139,20.537
